,Date time,Volume (MV),Light_Level (Ohms),Temperature-DHT (Celsius),Pressure (Hectopascal),Temperature-BMP (Celsius),Relative_Humidity (%),Carbon_Monoxide (Ohms),Nitrogen_Dioxide (Ohms),Air_Quality (Ohms),AirQuality_Predicted_LR (ohms),AirQuality_Predicted_RF (ohms),AirQuality_Predicted_XGboost (ohms)
43,2016-11-27 20:57:56,151.61290319999998,10220000.0,26.78499947,1027.632892,25.145,28.91999969,247844.6027,15460.690030000002,37504.40292,46037.053159040544,45891.595419573205,45508.578125
44,2016-11-27 21:02:57,96.4516129,10220000.0,26.74499979,1027.668058,25.125,28.92999973,248097.62,15365.906330000002,37482.65338,41715.4572089251,43180.82457207063,43445.671875
45,2016-11-27 21:07:57,97.90322581,10220000.0,26.76499977,1027.736382,25.1,28.85999947,249123.3913,15356.356069999998,37440.03197,36002.36231958147,34267.77996321684,33494.69921875
46,2016-11-27 21:12:57,91.29032258,10220000.0,26.74999971,1027.878052,25.1,28.81999969,252332.9615,15372.31434,37879.52409,40167.735869842436,39882.08882335394,40172.47265625
47,2016-11-27 21:17:57,92.25806452,10220000.0,26.74500008,1027.955921,25.12,28.84999943,247680.4961,15381.52061,37946.32196,41296.63294085293,41481.735025044094,41520.6640625
48,2016-11-27 21:22:58,90.80645161,10220000.0,26.78999939,1027.9935990000001,25.115,28.77999954,242256.9875,15262.60089,37825.95557,41140.82356266439,41399.678774850705,42973.7109375
49,2016-11-27 21:27:58,95.80645161,10220000.0,26.79999924,1028.058406,25.01,28.6550005,243323.6788,15052.102969999998,37756.38588,40971.13868757343,42104.98579662439,42360.7578125
50,2016-11-27 21:32:58,96.61290323,10220000.0,26.79999924,1028.150341,25.0,28.56500025,243871.4793,15039.827009999999,37564.82329,46402.087935091404,43729.78293490367,43881.51953125
51,2016-11-27 21:37:58,89.83870968,10220000.0,26.77999954,1028.193043,24.985,28.59500036,247354.7388,14993.95322,37852.415160000004,39850.62106188433,44950.51394098838,44911.875
52,2016-11-27 21:42:59,91.93548387,10220000.0,26.67500067,1028.231726,25.005,28.66000061,255274.3489,15209.578919999998,37732.33273,41581.59277048666,41718.01462556576,41531.66796875
53,2016-11-27 21:47:59,92.74193548,10220000.0,26.70500069,1028.296533,24.995,28.57000027,247295.448,15212.61335,37059.378280000004,39259.10023153096,37859.71303375673,38248.390625
54,2016-11-27 21:52:59,92.90322581,10220000.0,26.77999954,1028.325168,25.02,28.51500006,244710.9328,15156.87956,37248.59795,41486.34620923648,43928.30788994151,43708.71484375
55,2016-11-27 21:57:59,96.77419355,10220000.0,26.73500023,1028.361842,24.925,28.45999985,260163.4553,15306.52311,37437.67833,36224.696992596175,35380.90617705571,35516.83984375
56,2016-11-27 22:03:00,89.83870968,10220000.0,26.70500059,1028.324666,24.985,28.48499994,254878.0897,15394.259890000001,37544.75244,41387.07694667223,50231.32607882637,50043.7578125
57,2016-11-27 22:08:00,99.35483871,10220000.0,26.56000023,1028.366363,25.1,28.605000399999994,274132.4419,15739.9718,38517.94173,40187.13694758812,36556.90976436871,36178.09765625
58,2016-11-27 22:13:00,93.22580645,10220000.0,26.48999996,1028.40153,25.045,28.69500055,269920.0153,15977.79794,38585.159060000005,40049.4090909939,41980.09972178594,41399.39453125
59,2016-11-27 22:18:00,105.9677419,10220000.0,26.45999985,1028.43318,25.05,28.73500013,274471.7711,16133.93805,38494.98218,36965.69917802091,39947.196581179334,38391.109375
60,2016-11-27 22:23:01,95.48387097,10220000.0,26.57000027,1028.4512650000001,24.92,28.54000015,265986.2626,16190.53452,37899.39507,39904.433176354534,41993.55043251123,41755.44140625
61,2016-11-27 22:28:01,92.90322581,10220000.0,26.53000011,1028.496479,25.11,28.58500032,272661.5762,16244.341719999999,38346.19571,37790.79400784729,38649.578872797625,38956.109375
62,2016-11-27 22:33:01,140.80645159999997,10220000.0,26.43499975,1028.5095410000001,25.095,28.67000065,277219.2198,16424.36654,38676.84911,39572.97697088783,38434.9320390533,38398.03125
63,2016-11-27 22:38:01,106.6129032,10220000.0,26.51500006,1028.542195,25.045,28.5250001,271321.0688,16430.73737,37925.111319999996,37720.40535983851,35578.29193071195,34571.7890625
64,2016-11-27 22:43:02,96.29032258,10220000.0,26.56000023,1028.547722,25.0,28.39999962,269253.4507,16427.33091,37888.66039,43355.75883479632,43186.92256951816,42647.91015625
65,2016-11-27 22:48:02,101.4516129,10220000.0,26.59000034,1028.5637980000001,25.075,28.36499949,279309.8758,16520.08531,38393.21755,39670.797607994,33929.812152655744,33851.28125
66,2016-11-27 22:53:02,93.70967742,10220000.0,26.58000031,1028.641666,25.0,28.34999962,272659.9955,16599.10714,37794.690310000005,43135.31090010636,41889.650345636306,42027.203125
67,2016-11-27 22:58:03,95.32258065,10220000.0,26.57500029,1028.759223,25.04,28.28499975,275381.5867,16654.68151,37936.15971,40150.758622788766,41634.74983582141,41380.98828125
68,2016-11-27 23:03:03,92.74193548,10220000.0,26.56000023,1028.801925,25.06,28.28999996,279327.9265,16713.7517,38222.58875,42056.20306999996,42804.32746630804,42300.4375
69,2016-11-27 23:08:03,97.90322581,10220000.0,26.62500048,1028.841612,25.035,28.20500031,267127.3072,16568.1483,37778.31513,37471.049444932694,38591.7838587259,38737.73046875
70,2016-11-27 23:13:03,91.4516129,10220000.0,26.68000069,1028.926012,25.005,28.11000042,268638.2762,16509.51004,37772.69247,39613.04891488797,44343.061477650735,45234.86328125
71,2016-11-27 23:18:04,91.4516129,10220000.0,26.68500071,1028.921491,24.995,28.09500036,265658.1756,16441.02734,37985.69511,37182.23323610611,39006.821986989584,39120.56640625
72,2016-11-27 23:23:04,97.90322581,10220000.0,26.60000038,1028.959671,25.0,28.15000048,271264.1658,16444.64629,38207.05825,41529.83014220855,40192.12716634501,40301.578125
73,2016-11-27 23:28:04,93.38709677,10220000.0,26.55000019,1028.98479,24.955,28.23000002,273478.5969,16592.20543,37824.11796,40651.27611210439,37875.49424013271,36965.95703125
74,2016-11-27 23:33:04,96.29032258,10220000.0,26.51000004,1029.089787,24.97,28.26499977,269816.4292,16630.35408,37906.68543,35210.76668256271,37368.83940559103,37102.015625
75,2016-11-27 23:38:05,90.16129032,8941250.0,26.52000008,1029.075218,24.995,28.23000031,274078.8146,16637.41826,37664.81703,34012.22779604932,33335.73178339045,33344.2578125
76,2016-11-27 23:43:05,94.67741935,10220000.0,26.51500006,1029.1269630000002,24.965,28.20000076,263181.3693,16550.884619999997,37819.63586,43027.15432306213,42280.62667510349,42493.91796875
77,2016-11-27 23:48:05,95.96774194,10220000.0,26.5250001,1029.218898,24.93,28.2050005,269910.5975,16557.76813,37809.60025,32517.689738307556,28281.30734233818,28530.873046875
78,2016-11-27 23:53:05,94.35483871,10220000.0,26.51000004,1029.217893,24.905,28.18000069,264736.3082,16526.68394,37862.097969999995,38604.260553027096,40975.835634931216,40721.1015625
79,2016-11-27 23:58:06,93.5483871,10220000.0,26.50500002,1029.230453,24.85,28.14500055,267585.5558,16574.92425,38104.724910000004,42428.25775072788,39902.00503807495,41104.85546875
80,2016-11-28 0:03:06,97.58064516,10220000.0,26.47999992,1029.304805,24.83,28.20000076,259956.8854,16475.41044,37977.570060000005,40776.62454022211,39043.22418057511,40209.66796875
81,2016-11-28 0:08:06,96.77419355,10220000.0,26.47999992,1029.313345,24.815,28.18500071,261699.0334,16311.773669999999,38221.21899,40596.699621386186,38016.715965740404,36717.40234375
82,2016-11-28 0:13:06,157.0967742,10220000.0,26.5,1029.397242,24.805,28.14000053,259394.4307,16305.34444,37788.73956,35772.62689166644,43022.17714154429,43144.7265625
83,2016-11-28 0:18:07,92.74193548,10220000.0,26.45999985,1029.342483,24.815,28.12500048,252134.9145,16093.720580000001,37622.060880000005,37391.906415756326,35196.9665247608,35074.3984375
84,2016-11-28 0:23:07,98.38709677,10220000.0,26.38999958,1029.341981,24.78,28.1300005,261957.2462,16160.431230000002,38312.256460000004,35612.13387028329,34698.99320857043,34960.84375
85,2016-11-28 0:28:07,94.35483871,10220000.0,26.38999958,1029.356047,24.785,28.14000053,260224.0258,16240.95291,38292.80938,41053.43880921122,41766.064127096935,42151.34765625
86,2016-11-28 0:33:07,94.03225806,10220000.0,26.23000002,1029.339469,24.76,28.41999998,253622.7327,16177.323019999998,38261.52585,40585.10108354292,42891.79317403762,42653.96484375
87,2016-11-28 0:38:08,96.61290323,10220000.0,26.18500052,1029.381668,24.625,28.56000023,248456.9562,15954.77421,38623.11276,37621.34772192553,41911.213863473065,41709.234375
88,2016-11-28 0:43:08,94.83870968,10220000.0,26.15500059,1029.383678,24.535,28.58500032,249081.3355,15807.354080000001,38510.30938,34580.315653868776,34092.56126479327,34084.34375
89,2016-11-28 0:48:08,97.90322581,10220000.0,26.15500059,1029.449489,24.565,28.61000042,248339.5973,15742.36421,38136.79217,35499.581794313766,34847.239526472564,34564.02734375
90,2016-11-28 0:53:08,92.41935484,10220000.0,26.11500044,1029.418844,24.475,28.61000042,240637.0079,15616.84009,38280.40664,42994.82776780939,44123.315222083984,44296.47265625
91,2016-11-28 0:58:09,94.51612903,10220000.0,26.13500052,1029.4520009999999,24.415,28.57000027,244550.2429,15511.22195,37678.904089999996,40966.05800611919,43484.38192063723,42170.74609375
92,2016-11-28 1:03:09,98.38709677,10220000.0,26.07500029,1029.526353,24.395,28.68000031,245999.8946,15543.110969999998,38105.73102,37555.359579298005,35412.466540767586,35407.50390625
93,2016-11-28 1:08:09,92.90322581,10220000.0,26.01500006,1029.613264,24.325,28.66500063,246363.9575,15575.015980000002,38253.920439999994,42027.35347845749,39359.13096895449,40494.33984375
94,2016-11-28 1:13:09,106.4516129,10220000.0,26.01000004,1029.666516,24.31,28.66500063,247104.6617,15578.20489,38248.553680000005,38539.88360209629,39737.410144050475,39784.3125
95,2016-11-28 1:18:10,94.51612903,10220000.0,26.0,1029.587141,24.3,28.6300005,247743.2004,15616.663530000002,38159.19212,39815.041468689655,43228.24906993457,43029.078125
96,2016-11-28 1:23:10,98.06451613,10220000.0,25.96999989,1029.6429050000002,24.245,28.54000015,246898.9962,15626.2782,37826.104719999996,38133.823225180735,38997.95230131818,37323.96875
97,2016-11-28 1:28:10,94.35483871,10220000.0,26.0,1029.593672,24.24,28.5250001,248905.0311,15652.04625,37872.299739999995,40781.91079231861,41714.2451540335,41883.39453125
98,2016-11-28 1:33:11,91.29032258,10220000.0,26.07500029,1029.648431,24.285,28.39999962,250709.6238,15781.30894,37166.13766,35885.36538004322,37936.61388327744,37416.26171875
99,2016-11-28 1:38:11,97.41935484,10220000.0,26.10000038,1029.643909,24.285,28.34499941,250961.6202,15843.19288,37204.0836,44199.930110092566,45421.23034115232,45882.75
100,2016-11-28 1:43:11,94.51612903,10220000.0,26.03500013,1029.690631,24.23,28.30999956,250842.8403,15905.324059999999,36876.57405,43060.20169642061,43129.81433040679,43080.25390625
101,2016-11-28 1:48:11,152.2580645,10220000.0,26.025000100000003,1029.748906,24.295,28.24000034,259847.5719,16094.07646,36626.81247,40704.84966336016,40549.23070376852,41287.86328125
102,2016-11-28 1:53:12,96.77419355,10220000.0,25.95999985,1029.837325,24.25,28.22500019,253191.6321,16143.79629,37181.74168,38274.84301497869,41234.97624484666,40796.1015625
103,2016-11-28 1:58:12,94.51612903,10220000.0,25.99499998,1029.849884,24.205,28.20000038,254435.5545,16127.00771,36803.76518,42684.62986771492,43142.44351057826,43416.1015625
104,2016-11-28 2:03:12,96.4516129,10220000.0,25.99499998,1029.8940929999999,24.3,28.14000053,254754.5662,16183.82589,36683.373230000005,33822.909439412586,34262.10651915944,32332.623046875
